station_id,ln_nm,stin_nm,plf_no,car_ordr,car_etrc_no,car_label,facility_nm
S1_4_0607,4호선,회현,1,10,1,10-1칸,엘리베이터
S1_4_0607,4호선,회현,2,1,4,1-4칸,엘리베이터
S1_4_0607,4호선,회현,2,1,4,1-4칸,에스컬레이터
S1_4_0607,4호선,회현,2,1,4,1-4칸,계단
S1_4_0607,4호선,회현,2,4,4,4-4칸,에스컬레이터
S1_4_0607,4호선,회현,2,4,4,4-4칸,계단
S1_4_0607,4호선,회현,2,10,4,10-4칸,에스컬레이터
S1_4_0607,4호선,회현,2,10,4,10-4칸,계단
S1_4_0296,4호선,서울역,1,1,1,1-1칸,에스컬레이터
S1_4_0296,4호선,서울역,1,1,4,1-4칸,계단
S1_4_0296,4호선,서울역,1,3,4,3-4칸,계단
S1_4_0296,4호선,서울역,1,7,4,7-4칸,계단
S1_4_0296,4호선,서울역,1,9,2,9-2칸,엘리베이터
S1_4_0296,4호선,서울역,1,9,4,9-4칸,계단
S1_4_0296,4호선,서울역,2,2,1,2-1칸,계단
S1_4_0296,4호선,서울역,2,2,3,2-3칸,엘리베이터
S1_4_0296,4호선,서울역,2,4,1,4-1칸,계단
S1_4_0296,4호선,서울역,2,7,4,7-4칸,계단
S1_4_0296,4호선,서울역,2,10,1,10-1칸,계단
S1_4_0296,4호선,서울역,2,10,4,10-4칸,에스컬레이터
S1_4_0343,4호선,숙대입구,1,2,4,2-4칸,계단
S1_4_0343,4호선,숙대입구,1,4,3,4-3칸,계단
S1_4_0343,4호선,숙대입구,1,7,1,7-1칸,계단
S1_4_0343,4호선,숙대입구,1,8,2,8-2칸,엘리베이터
S1_4_0343,4호선,숙대입구,1,8,4,8-4칸,계단
S1_4_0343,4호선,숙대입구,2,2,4,2-4칸,계단
S1_4_0343,4호선,숙대입구,2,3,3,3-3칸,엘리베이터
S1_4_0343,4호선,숙대입구,2,4,3,4-3칸,계단
S1_4_0343,4호선,숙대입구,2,7,1,7-1칸,계단
S1_4_0343,4호선,숙대입구,2,8,4,8-4칸,계단
S1_4_0263,4호선,삼각지,1,2,1,2-1칸,계단
S1_4_0263,4호선,삼각지,1,4,2,4-2칸,계단
S1_4_0263,4호선,삼각지,1,4,3,4-3칸,엘리베이터
S1_4_0263,4호선,삼각지,1,7,2,7-2칸,계단
S1_4_0263,4호선,삼각지,1,9,2,9-2칸,계단
S1_4_0263,4호선,삼각지,2,2,3,2-3칸,계단
S1_4_0263,4호선,삼각지,2,4,3,4-3칸,계단
S1_4_0263,4호선,삼각지,2,7,2,7-2칸,엘리베이터
S1_4_0263,4호선,삼각지,2,7,3,7-3칸,계단
S1_4_0263,4호선,삼각지,2,9,3,9-3칸,계단
S1_4_0369,4호선,신용산,1,2,4,2-4칸,계단
S1_4_0369,4호선,신용산,1,4,3,4-3칸,계단
S1_4_0369,4호선,신용산,1,7,2,7-2칸,계단
S1_4_0369,4호선,신용산,1,8,2,8-2칸,엘리베이터
S1_4_0369,4호선,신용산,1,9,1,9-1칸,계단
S1_4_0369,4호선,신용산,2,2,3,2-3칸,계단
S1_4_0369,4호선,신용산,2,3,2,3-2칸,엘리베이터
S1_4_0369,4호선,신용산,2,4,2,4-2칸,계단
S1_4_0369,4호선,신용산,2,7,1,7-1칸,계단
S1_4_0369,4호선,신용산,2,9,1,9-1칸,계단
S1_4_0477,4호선,이촌,1,2,3,2-3칸,계단
S1_4_0477,4호선,이촌,1,4,3,4-3칸,계단
S1_4_0477,4호선,이촌,1,7,1,7-1칸,계단
S1_4_0477,4호선,이촌,1,8,2,8-2칸,엘리베이터
S1_4_0477,4호선,이촌,1,9,1,9-1칸,계단
S1_4_0477,4호선,이촌,2,2,4,2-4칸,계단
S1_4_0477,4호선,이촌,2,3,3,3-3칸,엘리베이터
S1_4_0477,4호선,이촌,2,4,4,4-4칸,계단
S1_4_0477,4호선,이촌,2,7,2,7-2칸,계단
S1_4_0477,4호선,이촌,2,9,2,9-2칸,계단
S1_4_0167,4호선,동작,1,5,2,5-2칸,계단
S1_4_0167,4호선,동작,1,6,3,6-3칸,계단
S1_4_0167,4호선,동작,1,7,4,7-4칸,엘리베이터
S1_4_0167,4호선,동작,1,9,1,9-1칸,계단
S1_4_0167,4호선,동작,2,2,4,2-4칸,계단
S1_4_0167,4호선,동작,2,4,4,4-4칸,엘리베이터
S1_4_0167,4호선,동작,2,5,4,5-4칸,계단
S1_4_0167,4호선,동작,2,6,3,6-3칸,계단
S1_4_0167,4호선,동작,2,9,1,9-1칸,계단
S1_4_0560,4호선,총신대입구,1,2,2,2-2칸,계단
S1_4_0560,4호선,총신대입구,1,4,1,4-1칸,계단
S1_4_0560,4호선,총신대입구,1,7,3,7-3칸,엘리베이터
S1_4_0560,4호선,총신대입구,1,7,3,7-3칸,계단
S1_4_0560,4호선,총신대입구,1,9,2,9-2칸,계단
S1_4_0560,4호선,총신대입구,2,2,3,2-3칸,계단
S1_4_0560,4호선,총신대입구,2,4,2,4-2칸,계단
S1_4_0560,4호선,총신대입구,2,7,4,7-4칸,계단
S1_4_0560,4호선,총신대입구,2,8,4,8-4칸,엘리베이터
S1_4_0257,4호선,사당,1,4,2,4-2칸,계단
S1_4_0257,4호선,사당,1,6,3,6-3칸,계단
S1_4_0257,4호선,사당,1,10,4,10-4칸,에스컬레이터
S1_4_0257,4호선,사당,1,10,4,10-4칸,계단
S1_4_0257,4호선,사당,2,1,1,1-1칸,에스컬레이터
S1_4_0257,4호선,사당,2,1,1,1-1칸,계단
S1_4_0257,4호선,사당,2,2,3,2-3칸,엘리베이터
S1_4_0257,4호선,사당,2,5,2,5-2칸,계단
S1_4_0257,4호선,사당,2,7,3,7-3칸,계단
S1_4_0110,4호선,남태령,1,3,2,3-2칸,엘리베이터
S1_4_0110,4호선,남태령,1,8,3,8-3칸,에스컬레이터
S1_4_0110,4호선,남태령,1,8,3,8-3칸,계단
S1_4_0110,4호선,남태령,2,3,2,3-2칸,에스컬레이터
S1_4_0110,4호선,남태령,2,3,2,3-2칸,계단
S1_4_0110,4호선,남태령,2,8,3,8-3칸,엘리베이터
KR_4_0307,4호선,선바위,1,3,1,3-1칸,엘리베이터
KR_4_0307,4호선,선바위,1,3,1,3-1칸,계단
KR_4_0307,4호선,선바위,2,8,3,8-3칸,엘리베이터
KR_4_0307,4호선,선바위,2,8,3,8-3칸,계단
KR_4_0039,4호선,경마공원,1,3,4,3-4칸,엘리베이터
KR_4_0039,4호선,경마공원,1,3,4,3-4칸,계단
KR_4_0039,4호선,경마공원,2,8,1,8-1칸,엘리베이터
KR_4_0039,4호선,경마공원,2,8,1,8-1칸,계단
KR_4_0129,4호선,대공원,1,2,4,2-4칸,계단
KR_4_0129,4호선,대공원,1,3,4,3-4칸,엘리베이터
KR_4_0129,4호선,대공원,1,4,4,4-4칸,계단
KR_4_0129,4호선,대공원,1,7,3,7-3칸,에스컬레이터
KR_4_0129,4호선,대공원,1,7,3,7-3칸,계단
KR_4_0129,4호선,대공원,1,9,3,9-3칸,계단
KR_4_0129,4호선,대공원,2,2,2,2-2칸,계단
KR_4_0129,4호선,대공원,2,4,2,4-2칸,에스컬레이터
KR_4_0129,4호선,대공원,2,4,2,4-2칸,계단
KR_4_0129,4호선,대공원,2,7,1,7-1칸,계단
KR_4_0129,4호선,대공원,2,8,1,8-1칸,엘리베이터
KR_4_0129,4호선,대공원,2,9,1,9-1칸,계단
KR_4_0058,4호선,과천,1,4,3,4-3칸,엘리베이터
KR_4_0058,4호선,과천,1,4,3,4-3칸,에스컬레이터
KR_4_0058,4호선,과천,1,4,3,4-3칸,계단
KR_4_0058,4호선,과천,2,7,2,7-2칸,엘리베이터
KR_4_0058,4호선,과천,2,7,2,7-2칸,에스컬레이터
KR_4_0058,4호선,과천,2,7,2,7-2칸,계단
KR_4_0509,4호선,정부과천청사,1,2,3,2-3칸,계단
KR_4_0509,4호선,정부과천청사,1,4,2,4-2칸,계단
KR_4_0509,4호선,정부과천청사,1,6,4,6-4칸,계단
KR_4_0509,4호선,정부과천청사,1,7,3,7-3칸,엘리베이터
KR_4_0509,4호선,정부과천청사,1,8,3,8-3칸,계단
KR_4_0509,4호선,정부과천청사,2,3,2,3-2칸,계단
KR_4_0509,4호선,정부과천청사,2,4,1,4-1칸,엘리베이터
KR_4_0509,4호선,정부과천청사,2,5,1,5-1칸,계단
KR_4_0509,4호선,정부과천청사,2,7,3,7-3칸,계단
KR_4_0509,4호선,정부과천청사,2,9,2,9-2칸,계단
KR_4_0480,4호선,인덕원,1,2,4,2-4칸,계단
KR_4_0480,4호선,인덕원,1,3,4,3-4칸,엘리베이터
KR_4_0480,4호선,인덕원,1,4,3,4-3칸,계단
KR_4_0480,4호선,인덕원,1,7,3,7-3칸,에스컬레이터
KR_4_0480,4호선,인덕원,2,2,4,2-4칸,계단
KR_4_0480,4호선,인덕원,2,4,3,4-3칸,에스컬레이터
KR_4_0480,4호선,인덕원,2,4,3,4-3칸,계단
KR_4_0480,4호선,인덕원,2,7,2,7-2칸,계단
KR_4_0480,4호선,인덕원,2,8,2,8-2칸,엘리베이터
KR_4_0480,4호선,인덕원,2,9,2,9-2칸,계단
KR_4_0578,4호선,평촌,1,4,4,4-4칸,엘리베이터
KR_4_0578,4호선,평촌,1,4,4,4-4칸,에스컬레이터
KR_4_0578,4호선,평촌,1,4,4,4-4칸,계단
KR_4_0578,4호선,평촌,2,7,1,7-1칸,엘리베이터
KR_4_0578,4호선,평촌,2,7,1,7-1칸,에스컬레이터
KR_4_0578,4호선,평촌,2,7,1,7-1칸,계단
KR_4_0228,4호선,범계,1,4,2,4-2칸,엘리베이터
KR_4_0228,4호선,범계,1,4,4,4-4칸,에스컬레이터
KR_4_0228,4호선,범계,1,7,4,7-4칸,계단
KR_4_0228,4호선,범계,2,4,2,4-2칸,엘리베이터
KR_4_0228,4호선,범계,2,4,4,4-4칸,에스컬레이터
KR_4_0228,4호선,범계,2,7,4,7-4칸,계단
KR_4_0090,4호선,금정,1,2,3,2-3칸,계단
KR_4_0090,4호선,금정,1,3,2,3-2칸,엘리베이터
KR_4_0090,4호선,금정,1,4,4,4-4칸,계단
KR_4_0090,4호선,금정,1,7,3,7-3칸,계단
KR_4_0090,4호선,금정,1,9,4,9-4칸,계단
KR_4_0090,4호선,금정,1,10,1,10-1칸,엘리베이터
KR_4_0090,4호선,금정,2,1,4,1-4칸,엘리베이터
KR_4_0090,4호선,금정,2,2,1,2-1칸,계단
KR_4_0090,4호선,금정,2,4,2,4-2칸,계단
KR_4_0090,4호선,금정,2,7,1,7-1칸,계단
KR_4_0090,4호선,금정,2,8,3,8-3칸,엘리베이터
KR_4_0090,4호선,금정,2,9,2,9-2칸,계단
KR_4_0260,4호선,산본,1,2,1,2-1칸,계단
KR_4_0260,4호선,산본,1,5,2,5-2칸,계단
KR_4_0260,4호선,산본,1,6,3,6-3칸,엘리베이터
KR_4_0260,4호선,산본,1,7,4,7-4칸,에스컬레이터
KR_4_0260,4호선,산본,1,9,4,9-4칸,계단
KR_4_0260,4호선,산본,2,2,1,2-1칸,계단
KR_4_0260,4호선,산본,2,5,2,5-2칸,계단
KR_4_0260,4호선,산본,2,6,3,6-3칸,엘리베이터
KR_4_0260,4호선,산본,2,7,4,7-4칸,에스컬레이터
KR_4_0260,4호선,산본,2,9,4,9-4칸,계단
KR_4_0335,4호선,수리산,1,3,3,3-3칸,계단
KR_4_0335,4호선,수리산,1,4,4,4-4칸,엘리베이터
KR_4_0335,4호선,수리산,1,6,2,6-2칸,에스컬레이터
KR_4_0335,4호선,수리산,1,6,2,6-2칸,계단
KR_4_0335,4호선,수리산,2,5,4,5-4칸,에스컬레이터
KR_4_0335,4호선,수리산,2,5,4,5-4칸,계단
KR_4_0335,4호선,수리산,2,7,1,7-1칸,엘리베이터
KR_4_0335,4호선,수리산,2,8,2,8-2칸,계단
KR_4_0134,4호선,대야미,1,4,1,4-1칸,에스컬레이터
KR_4_0134,4호선,대야미,1,6,2,6-2칸,엘리베이터
KR_4_0134,4호선,대야미,1,6,3,6-3칸,계단
KR_4_0134,4호선,대야미,2,5,2,5-2칸,엘리베이터
KR_4_0134,4호선,대야미,2,5,3,5-3칸,계단
KR_4_0134,4호선,대야미,2,7,4,7-4칸,에스컬레이터
KR_4_0214,4호선,반월,1,3,3,3-3칸,계단
KR_4_0214,4호선,반월,1,4,2,4-2칸,엘리베이터
KR_4_0214,4호선,반월,1,5,3,5-3칸,에스컬레이터
KR_4_0214,4호선,반월,2,6,2,6-2칸,에스컬레이터
KR_4_0214,4호선,반월,2,7,2,7-2칸,엘리베이터
KR_4_0214,4호선,반월,2,8,3,8-3칸,계단
KR_4_0275,4호선,상록수,1,4,2,4-2칸,엘리베이터
KR_4_0275,4호선,상록수,1,5,4,5-4칸,에스컬레이터
KR_4_0275,4호선,상록수,1,7,1,7-1칸,계단
KR_4_0275,4호선,상록수,2,4,2,4-2칸,엘리베이터
KR_4_0275,4호선,상록수,2,5,4,5-4칸,에스컬레이터
KR_4_0275,4호선,상록수,2,7,1,7-1칸,계단
KR_4_0586,4호선,한대앞,1,4,1,4-1칸,계단
KR_4_0586,4호선,한대앞,1,6,2,6-2칸,엘리베이터
KR_4_0586,4호선,한대앞,1,6,4,6-4칸,에스컬레이터
KR_4_0586,4호선,한대앞,2,5,1,5-1칸,에스컬레이터
KR_4_0586,4호선,한대앞,2,5,3,5-3칸,엘리베이터
KR_4_0586,4호선,한대앞,2,7,4,7-4칸,계단
KR_4_0529,4호선,중앙,1,4,3,4-3칸,엘리베이터
KR_4_0529,4호선,중앙,1,4,4,4-4칸,계단
KR_4_0529,4호선,중앙,1,7,1,7-1칸,계단
KR_4_0529,4호선,중앙,2,4,4,4-4칸,계단
KR_4_0529,4호선,중앙,2,7,1,7-1칸,계단
KR_4_0529,4호선,중앙,2,7,2,7-2칸,엘리베이터
KR_4_0049,4호선,고잔,1,4,2,4-2칸,계단
KR_4_0049,4호선,고잔,1,5,3,5-3칸,에스컬레이터
KR_4_0049,4호선,고잔,1,6,4,6-4칸,엘리베이터
KR_4_0049,4호선,고잔,2,5,1,5-1칸,엘리베이터
KR_4_0049,4호선,고잔,2,6,2,6-2칸,에스컬레이터
KR_4_0049,4호선,고잔,2,7,3,7-3칸,계단
KR_4_0559,4호선,초지,1,4,2,4-2칸,엘리베이터
KR_4_0559,4호선,초지,1,5,3,5-3칸,계단
KR_4_0559,4호선,초지,1,6,4,6-4칸,계단
KR_4_0559,4호선,초지,2,5,1,5-1칸,엘리베이터
KR_4_0559,4호선,초지,2,6,2,6-2칸,계단
KR_4_0559,4호선,초지,2,7,3,7-3칸,계단
KR_4_0388,4호선,안산,1,4,4,4-4칸,에스컬레이터
KR_4_0388,4호선,안산,1,7,2,7-2칸,엘리베이터
KR_4_0388,4호선,안산,1,7,2,7-2칸,계단
KR_4_0388,4호선,안산,2,4,4,4-4칸,에스컬레이터
KR_4_0388,4호선,안산,2,7,2,7-2칸,엘리베이터
KR_4_0388,4호선,안산,2,7,2,7-2칸,계단
KR_4_0352,4호선,능길,1,4,1,4-1칸,계단
KR_4_0352,4호선,능길,1,7,1,7-1칸,엘리베이터
KR_4_0352,4호선,능길,1,8,1,8-1칸,계단
KR_4_0352,4호선,능길,2,3,3,3-3칸,엘리베이터
KR_4_0352,4호선,능길,2,4,4,4-4칸,계단
KR_4_0352,4호선,능길,2,7,4,7-4칸,계단
KR_4_0510,4호선,정왕,1,3,4,3-4칸,계단
KR_4_0510,4호선,정왕,1,5,2,5-2칸,엘리베이터
KR_4_0510,4호선,정왕,1,6,4,6-4칸,계단
KR_4_0510,4호선,정왕,2,5,1,5-1칸,계단
KR_4_0510,4호선,정왕,2,6,3,6-3칸,엘리베이터
KR_4_0510,4호선,정왕,2,8,1,8-1칸,계단
KR_4_0433,4호선,오이도,1,6,1,6-1칸,계단
KR_4_0433,4호선,오이도,1,7,2,7-2칸,엘리베이터
KR_4_0433,4호선,오이도,1,8,1,8-1칸,계단
KR_4_0433,4호선,오이도,2,6,1,6-1칸,계단
KR_4_0433,4호선,오이도,2,7,2,7-2칸,엘리베이터
KR_4_0433,4호선,오이도,2,9,1,9-1칸,계단
S1_5_0221,5호선,방화,1,4,1,4-1칸,엘리베이터
S1_5_0221,5호선,방화,2,5,4,5-4칸,엘리베이터
S1_5_0029,5호선,개화산,1,4,4,4-4칸,계단
S1_5_0029,5호선,개화산,1,6,3,6-3칸,계단
S1_5_0029,5호선,개화산,1,7,2,7-2칸,엘리베이터
S1_5_0029,5호선,개화산,2,2,3,2-3칸,엘리베이터
S1_5_0029,5호선,개화산,2,3,1,3-1칸,계단
S1_5_0029,5호선,개화산,2,4,4,4-4칸,계단
S1_5_0099,5호선,김포공항,1,6,1,6-1칸,에스컬레이터
S1_5_0099,5호선,김포공항,1,6,1,6-1칸,계단
S1_5_0099,5호선,김포공항,1,6,3,6-3칸,엘리베이터
S1_5_0099,5호선,김포공항,2,3,2,3-2칸,엘리베이터
S1_5_0099,5호선,김포공항,2,3,4,3-4칸,에스컬레이터
S1_5_0099,5호선,김포공항,2,3,4,3-4칸,계단
S1_5_0330,5호선,송정,1,3,4,3-4칸,계단
S1_5_0330,5호선,송정,1,4,1,4-1칸,계단
S1_5_0330,5호선,송정,1,4,4,4-4칸,엘리베이터
S1_5_0330,5호선,송정,1,5,1,5-1칸,엘리베이터
S1_5_0330,5호선,송정,1,5,4,5-4칸,계단
S1_5_0330,5호선,송정,1,6,1,6-1칸,계단
S1_5_0330,5호선,송정,2,3,4,3-4칸,엘리베이터
S1_5_0330,5호선,송정,2,4,1,4-1칸,엘리베이터
S1_5_0330,5호선,송정,2,4,4,4-4칸,엘리베이터
S1_5_0330,5호선,송정,2,5,1,5-1칸,엘리베이터
S1_5_0330,5호선,송정,2,5,4,5-4칸,엘리베이터
S1_5_0330,5호선,송정,2,6,1,6-1칸,엘리베이터
S1_5_0177,5호선,마곡,1,4,4,4-4칸,엘리베이터
S1_5_0177,5호선,마곡,2,5,1,5-1칸,엘리베이터
S1_5_0217,5호선,발산,1,5,2,5-2칸,엘리베이터
S1_5_0217,5호선,발산,2,4,3,4-3칸,엘리베이터
S1_5_0449,5호선,우장산,1,4,2,4-2칸,엘리베이터
S1_5_0449,5호선,우장산,1,5,2,5-2칸,계단
S1_5_0449,5호선,우장산,2,4,3,4-3칸,계단
S1_5_0449,5호선,우장산,2,5,3,5-3칸,엘리베이터
S1_5_0599,5호선,화곡,1,1,1,1-1칸,계단
S1_5_0599,5호선,화곡,1,4,2,4-2칸,계단
S1_5_0599,5호선,화곡,1,5,2,5-2칸,엘리베이터
S1_5_0599,5호선,화곡,1,6,3,6-3칸,계단
S1_5_0599,5호선,화곡,2,3,2,3-2칸,계단
S1_5_0599,5호선,화곡,2,4,3,4-3칸,엘리베이터
S1_5_0599,5호선,화곡,2,5,3,5-3칸,계단
S1_5_0599,5호선,화곡,2,8,4,8-4칸,계단
S1_5_0100,5호선,까치산,1,1,1,1-1칸,계단
S1_5_0100,5호선,까치산,1,2,3,2-3칸,에스컬레이터
S1_5_0100,5호선,까치산,1,7,3,7-3칸,에스컬레이터
S1_5_0100,5호선,까치산,2,2,2,2-2칸,에스컬레이터
S1_5_0100,5호선,까치산,2,7,2,7-2칸,에스컬레이터
S1_5_0100,5호선,까치산,2,8,4,8-4칸,계단
S1_5_0372,5호선,신정,1,1,1,1-1칸,에스컬레이터
S1_5_0372,5호선,신정,1,7,4,7-4칸,엘리베이터
S1_5_0372,5호선,신정,1,8,4,8-4칸,계단
S1_5_0372,5호선,신정,2,1,1,1-1칸,계단
S1_5_0372,5호선,신정,2,1,4,1-4칸,엘리베이터
S1_5_0372,5호선,신정,2,8,4,8-4칸,에스컬레이터
S1_5_0203,5호선,목동,1,4,1,4-1칸,계단
S1_5_0203,5호선,목동,1,5,1,5-1칸,엘리베이터
S1_5_0203,5호선,목동,1,5,4,5-4칸,계단
S1_5_0203,5호선,목동,2,3,4,3-4칸,계단
S1_5_0203,5호선,목동,2,4,4,4-4칸,엘리베이터
S1_5_0203,5호선,목동,2,5,4,5-4칸,계단
S1_5_0429,5호선,오목교,1,4,1,4-1칸,계단
S1_5_0429,5호선,오목교,1,6,3,6-3칸,에스컬레이터
S1_5_0429,5호선,오목교,1,7,1,7-1칸,엘리베이터
S1_5_0429,5호선,오목교,2,2,3,2-3칸,엘리베이터
S1_5_0429,5호선,오목교,2,3,1,3-1칸,에스컬레이터
S1_5_0429,5호선,오목교,2,5,4,5-4칸,계단
S1_5_0316,5호선,양평,1,2,3,2-3칸,계단
S1_5_0316,5호선,양평,1,3,2,3-2칸,엘리베이터
S1_5_0316,5호선,양평,1,4,3,4-3칸,계단
S1_5_0316,5호선,양평,2,5,2,5-2칸,계단
S1_5_0316,5호선,양평,2,6,2,6-2칸,엘리베이터
S1_5_0316,5호선,양평,2,7,2,7-2칸,계단
S1_5_0421,5호선,영등포구청,1,2,4,2-4칸,계단
S1_5_0421,5호선,영등포구청,1,4,4,4-4칸,계단
S1_5_0421,5호선,영등포구청,1,6,4,6-4칸,엘리베이터
S1_5_0421,5호선,영등포구청,1,7,2,7-2칸,에스컬레이터
S1_5_0421,5호선,영등포구청,1,7,2,7-2칸,계단
S1_5_0421,5호선,영등포구청,1,8,4,8-4칸,엘리베이터
S1_5_0421,5호선,영등포구청,2,2,3,2-3칸,에스컬레이터
S1_5_0421,5호선,영등포구청,2,2,3,2-3칸,계단
S1_5_0421,5호선,영등포구청,2,5,1,5-1칸,계단
S1_5_0421,5호선,영등포구청,2,5,4,5-4칸,엘리베이터
S1_5_0421,5호선,영등포구청,2,7,1,7-1칸,계단
S1_5_0422,5호선,영등포시장,1,4,3,4-3칸,엘리베이터
S1_5_0422,5호선,영등포시장,1,4,4,4-4칸,계단
S1_5_0422,5호선,영등포시장,1,5,1,5-1칸,계단
S1_5_0422,5호선,영등포시장,2,4,3,4-3칸,계단
S1_5_0422,5호선,영등포시장,2,5,2,5-2칸,엘리베이터
S1_5_0422,5호선,영등포시장,2,5,4,5-4칸,계단
S1_5_0351,5호선,신길,1,4,3,4-3칸,계단
S1_5_0351,5호선,신길,1,5,3,5-3칸,엘리베이터
S1_5_0351,5호선,신길,1,6,3,6-3칸,계단
S1_5_0351,5호선,신길,1,7,3,7-3칸,에스컬레이터
S1_5_0351,5호선,신길,1,7,3,7-3칸,계단
S1_5_0351,5호선,신길,2,1,1,1-1칸,엘리베이터
S1_5_0351,5호선,신길,2,2,2,2-2칸,에스컬레이터
S1_5_0351,5호선,신길,2,2,2,2-2칸,계단
S1_5_0351,5호선,신길,2,3,2,3-2칸,계단
S1_5_0351,5호선,신길,2,4,2,4-2칸,엘리베이터
S1_5_0351,5호선,신길,2,5,2,5-2칸,계단
S1_5_0412,5호선,여의도,1,2,1,2-1칸,계단
S1_5_0412,5호선,여의도,1,3,4,3-4칸,계단
S1_5_0412,5호선,여의도,1,6,1,6-1칸,계단
S1_5_0412,5호선,여의도,1,6,4,6-4칸,엘리베이터
S1_5_0412,5호선,여의도,1,7,4,7-4칸,계단
S1_5_0412,5호선,여의도,2,2,1,2-1칸,계단
S1_5_0412,5호선,여의도,2,3,4,3-4칸,계단
S1_5_0412,5호선,여의도,2,6,1,6-1칸,계단
S1_5_0412,5호선,여의도,2,6,4,6-4칸,엘리베이터
S1_5_0412,5호선,여의도,2,7,4,7-4칸,계단
S1_5_0411,5호선,여의나루,1,6,2,6-2칸,엘리베이터
S1_5_0411,5호선,여의나루,1,7,3,7-3칸,계단
S1_5_0411,5호선,여의나루,2,2,1,2-1칸,계단
S1_5_0411,5호선,여의나루,2,3,3,3-3칸,엘리베이터
S1_5_0185,5호선,마포,1,3,4,3-4칸,계단
S1_5_0185,5호선,마포,1,5,1,5-1칸,엘리베이터
S1_5_0185,5호선,마포,1,5,4,5-4칸,계단
S1_5_0185,5호선,마포,2,3,4,3-4칸,계단
S1_5_0185,5호선,마포,2,4,4,4-4칸,엘리베이터
S1_5_0185,5호선,마포,2,5,4,5-4칸,계단
S1_5_0054,5호선,공덕,1,1,1,1-1칸,엘리베이터
S1_5_0054,5호선,공덕,2,8,4,8-4칸,엘리베이터
S1_5_0394,5호선,애오개,1,3,4,3-4칸,계단
S1_5_0394,5호선,애오개,1,4,4,4-4칸,엘리베이터
S1_5_0394,5호선,애오개,1,5,4,5-4칸,계단
S1_5_0394,5호선,애오개,2,3,4,3-4칸,계단
S1_5_0394,5호선,애오개,2,5,1,5-1칸,엘리베이터
S1_5_0394,5호선,애오개,2,5,4,5-4칸,계단
S1_5_0564,5호선,충정로,1,3,4,3-4칸,엘리베이터
S1_5_0564,5호선,충정로,1,4,1,4-1칸,계단
S1_5_0564,5호선,충정로,2,5,3,5-3칸,계단
S1_5_0564,5호선,충정로,2,6,1,6-1칸,엘리베이터
S1_5_0289,5호선,서대문,1,3,1,3-1칸,엘리베이터
S1_5_0289,5호선,서대문,1,3,2,3-2칸,에스컬레이터
S1_5_0289,5호선,서대문,1,3,2,3-2칸,계단
S1_5_0289,5호선,서대문,1,6,2,6-2칸,에스컬레이터
S1_5_0289,5호선,서대문,1,6,2,6-2칸,계단
S1_5_0289,5호선,서대문,2,3,2,3-2칸,에스컬레이터
S1_5_0289,5호선,서대문,2,3,2,3-2칸,계단
S1_5_0289,5호선,서대문,2,6,2,6-2칸,에스컬레이터
S1_5_0289,5호선,서대문,2,6,2,6-2칸,계단
S1_5_0289,5호선,서대문,2,6,3,6-3칸,엘리베이터
S1_5_0066,5호선,광화문,1,1,1,1-1칸,에스컬레이터
S1_5_0066,5호선,광화문,1,8,4,8-4칸,계단
S1_5_0066,5호선,광화문,2,1,1,1-1칸,계단
S1_5_0066,5호선,광화문,2,8,4,8-4칸,에스컬레이터
S1_5_0515,5호선,종로3가,1,1,2,1-2칸,에스컬레이터
S1_5_0515,5호선,종로3가,1,8,1,8-1칸,계단
S1_5_0515,5호선,종로3가,2,1,1,1-1칸,계단
S1_5_0515,5호선,종로3가,2,8,3,8-3칸,에스컬레이터
S1_5_0465,5호선,을지로4가,1,4,4,4-4칸,에스컬레이터
S1_5_0465,5호선,을지로4가,1,4,4,4-4칸,계단
S1_5_0465,5호선,을지로4가,2,5,1,5-1칸,에스컬레이터
S1_5_0465,5호선,을지로4가,2,5,1,5-1칸,계단
S1_5_0156,5호선,동대문역사문화공원,1,1,1,1-1칸,계단
S1_5_0156,5호선,동대문역사문화공원,1,8,4,8-4칸,엘리베이터
S1_5_0156,5호선,동대문역사문화공원,2,1,1,1-1칸,엘리베이터
S1_5_0156,5호선,동대문역사문화공원,2,8,4,8-4칸,계단
S1_5_0549,5호선,청구,1,2,3,2-3칸,계단
S1_5_0549,5호선,청구,1,4,3,4-3칸,엘리베이터
S1_5_0549,5호선,청구,1,5,3,5-3칸,계단
S1_5_0549,5호선,청구,2,4,1,4-1칸,계단
S1_5_0549,5호선,청구,2,5,4,5-4칸,엘리베이터
S1_5_0549,5호선,청구,2,6,1,6-1칸,계단
S1_5_0350,5호선,신금호,1,1,2,1-2칸,엘리베이터
S1_5_0350,5호선,신금호,1,5,3,5-3칸,에스컬레이터
S1_5_0350,5호선,신금호,1,5,3,5-3칸,계단
S1_5_0350,5호선,신금호,2,3,4,3-4칸,에스컬레이터
S1_5_0350,5호선,신금호,2,3,4,3-4칸,계단
S1_5_0350,5호선,신금호,2,8,3,8-3칸,엘리베이터
S1_5_0592,5호선,행당,1,3,4,3-4칸,에스컬레이터
S1_5_0592,5호선,행당,1,4,4,4-4칸,엘리베이터
S1_5_0592,5호선,행당,1,5,4,5-4칸,에스컬레이터
S1_5_0592,5호선,행당,2,4,1,4-1칸,에스컬레이터
S1_5_0592,5호선,행당,2,5,1,5-1칸,엘리베이터
